CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,Grade,Biology,Chemistry,EarthandSpaceScience,EnvironmentalScience,Physics,OtherScience
35,SOMERSET,2170,HILLSBOROUGH TWP,030,HILLSBOROUGH HIGH SCHOOL,11,85,253,24,7,184,31
35,SOMERSET,2170,HILLSBOROUGH TWP,030,HILLSBOROUGH HIGH SCHOOL,12,37,60,14,12,295,161
35,SOMERSET,2170,HILLSBOROUGH TWP,030,HILLSBOROUGH HIGH SCHOOL,Total,649,602,73,347,486,226
35,SOMERSET,2170,HILLSBOROUGH TWP,030,HILLSBOROUGH HIGH SCHOOL,Enrolled in AP/IB Course,55,69,0,0,164,0
35,SOMERSET,2170,HILLSBOROUGH TWP,030,HILLSBOROUGH HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
35,SOMERSET,3000,MANVILLE BORO,050,MANVILLE HIGH SCHOOL,9,111,2,0,0,1,3
35,SOMERSET,3000,MANVILLE BORO,050,MANVILLE HIGH SCHOOL,10,9,100,0,0,1,1
35,SOMERSET,3000,MANVILLE BORO,050,MANVILLE HIGH SCHOOL,11,5,13,0,0,84,1
35,SOMERSET,3000,MANVILLE BORO,050,MANVILLE HIGH SCHOOL,12,6,3,0,0,8,21
35,SOMERSET,3000,MANVILLE BORO,050,MANVILLE HIGH SCHOOL,Total,131,118,0,0,94,26
35,SOMERSET,3000,MANVILLE BORO,050,MANVILLE HIGH SCHOOL,Enrolled in AP/IB Course,3,0,0,0,0,0
35,SOMERSET,3000,MANVILLE BORO,050,MANVILLE HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
35,SOMERSET,3320,MONTGOMERY TWP,030,MONTGOMERY HIGH SCHOOL,9,3,1,0,1,424,0
35,SOMERSET,3320,MONTGOMERY TWP,030,MONTGOMERY HIGH SCHOOL,10,4,402,0,1,6,0
35,SOMERSET,3320,MONTGOMERY TWP,030,MONTGOMERY HIGH SCHOOL,11,378,13,0,3,23,4
35,SOMERSET,3320,MONTGOMERY TWP,030,MONTGOMERY HIGH SCHOOL,12,43,12,0,188,64,79
35,SOMERSET,3320,MONTGOMERY TWP,030,MONTGOMERY HIGH SCHOOL,Total,428,428,0,193,517,83
35,SOMERSET,3320,MONTGOMERY TWP,030,MONTGOMERY HIGH SCHOOL,Enrolled in AP/IB Course,136,75,0,102,82,0
35,SOMERSET,3320,MONTGOMERY TWP,030,MONTGOMERY HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
35,SOMERSET,3670,NORTH PLAINFIELD BORO,050,NORTH PLAINFIELD HIGH SCHOOL,9,58,0,0,206,0,0
35,SOMERSET,3670,NORTH PLAINFIELD BORO,050,NORTH PLAINFIELD HIGH SCHOOL,10,197,35,0,26,0,0
35,SOMERSET,3670,NORTH PLAINFIELD BORO,050,NORTH PLAINFIELD HIGH SCHOOL,11,47,167,0,7,52,0
35,SOMERSET,3670,NORTH PLAINFIELD BORO,050,NORTH PLAINFIELD HIGH SCHOOL,12,42,38,0,11,91,0
35,SOMERSET,3670,NORTH PLAINFIELD BORO,050,NORTH PLAINFIELD HIGH SCHOOL,Total,344,240,0,250,143,0
35,SOMERSET,3670,NORTH PLAINFIELD BORO,050,NORTH PLAINFIELD HIGH SCHOOL,Enrolled in AP/IB Course,26,0,0,0,49,0
35,SOMERSET,3670,NORTH PLAINFIELD BORO,050,NORTH PLAINFIELD HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,070,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,9,75,0,14,0,42,0
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,070,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,10,23,23,2,0,8,33
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,070,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,11,29,36,25,0,37,2
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,070,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,12,2,2,3,0,36,18
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,070,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,Total,129,61,44,0,123,53
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,070,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,Enrolled in AP/IB Course,0,0,0,0,0,0
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,070,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,Enrolled in Dual Enrollment Course,26,26,0,0,29,38
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,020,BERNARDS HIGH SCHOOL,9,216,0,0,0,0,13
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,020,BERNARDS HIGH SCHOOL,10,12,189,0,0,0,4
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,020,BERNARDS HIGH SCHOOL,11,29,30,0,3,185,6
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,020,BERNARDS HIGH SCHOOL,12,40,16,0,54,38,64
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,020,BERNARDS HIGH SCHOOL,Total,297,235,0,57,223,87
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,020,BERNARDS HIGH SCHOOL,Enrolled in AP/IB Course,67,30,0,32,78,0
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,020,BERNARDS HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
35,SOMERSET,4820,SOMERVILLE BORO,050,SOMERVILLE HIGH SCHOOL,9,286,26,0,0,1,0
35,SOMERSET,4820,SOMERVILLE BORO,050,SOMERVILLE HIGH SCHOOL,10,9,247,0,1,0,0
35,SOMERSET,4820,SOMERVILLE BORO,050,SOMERVILLE HIGH SCHOOL,11,6,62,0,28,233,15
35,SOMERSET,4820,SOMERVILLE BORO,050,SOMERVILLE HIGH SCHOOL,12,28,12,0,41,36,50
35,SOMERSET,4820,SOMERVILLE BORO,050,SOMERVILLE HIGH SCHOOL,Total,329,347,0,70,270,65
35,SOMERSET,4820,SOMERVILLE BORO,050,SOMERVILLE HIGH SCHOOL,Enrolled in AP/IB Course,27,52,0,0,49,0
35,SOMERSET,4820,SOMERVILLE BORO,050,SOMERVILLE HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,050,WATCHUNG HILLS REGIONAL HIGH SCHOOL,9,492,1,0,0,0,8
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,050,WATCHUNG HILLS REGIONAL HIGH SCHOOL,10,7,469,0,0,2,2
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,050,WATCHUNG HILLS REGIONAL HIGH SCHOOL,11,5,72,0,6,477,52
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,050,WATCHUNG HILLS REGIONAL HIGH SCHOOL,12,22,76,0,89,81,215
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,050,WATCHUNG HILLS REGIONAL HIGH SCHOOL,Total,526,618,0,95,560,277
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,050,WATCHUNG HILLS REGIONAL HIGH SCHOOL,Enrolled in AP/IB Course,24,47,0,40,66,0
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,050,WATCHUNG HILLS REGIONAL HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
37,SUSSEX,2165,HIGH POINT REGIONAL,030,HIGH POINT REGIONAL HIGH SCHOOL,9,226,0,0,0,0,3
37,SUSSEX,2165,HIGH POINT REGIONAL,030,HIGH POINT REGIONAL HIGH SCHOOL,10,114,97,0,0,1,7
37,SUSSEX,2165,HIGH POINT REGIONAL,030,HIGH POINT REGIONAL HIGH SCHOOL,11,14,107,0,10,97,36
37,SUSSEX,2165,HIGH POINT REGIONAL,030,HIGH POINT REGIONAL HIGH SCHOOL,12,45,9,1,23,72,73
37,SUSSEX,2165,HIGH POINT REGIONAL,030,HIGH POINT REGIONAL HIGH SCHOOL,Total,399,213,1,33,170,119
37,SUSSEX,2165,HIGH POINT REGIONAL,030,HIGH POINT REGIONAL HIGH SCHOOL,Enrolled in AP/IB Course,21,10,0,16,88,0
37,SUSSEX,2165,HIGH POINT REGIONAL,030,HIGH POINT REGIONAL HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
37,SUSSEX,2240,HOPATCONG,030,HOPATCONG HIGH SCHOOL,9,97,0,0,0,4,0
37,SUSSEX,2240,HOPATCONG,030,HOPATCONG HIGH SCHOOL,10,4,87,0,1,4,1
37,SUSSEX,2240,HOPATCONG,030,HOPATCONG HIGH SCHOOL,11,2,91,0,10,19,9
37,SUSSEX,2240,HOPATCONG,030,HOPATCONG HIGH SCHOOL,12,7,9,0,8,23,18
37,SUSSEX,2240,HOPATCONG,030,HOPATCONG HIGH SCHOOL,Total,110,187,0,19,50,28
37,SUSSEX,2240,HOPATCONG,030,HOPATCONG HIGH SCHOOL,Enrolled in AP/IB Course,6,9,0,0,0,0
37,SUSSEX,2240,HOPATCONG,030,HOPATCONG HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
37,SUSSEX,2465,KITTATINNY REGIONAL,050,KITTATINNY REGIONAL HIGH SCHOOL,9,57,0,0,0,117,0
37,SUSSEX,2465,KITTATINNY REGIONAL,050,KITTATINNY REGIONAL HIGH SCHOOL,10,121,40,0,0,0,0
37,SUSSEX,2465,KITTATINNY REGIONAL,050,KITTATINNY REGIONAL HIGH SCHOOL,11,2,146,0,29,23,5
37,SUSSEX,2465,KITTATINNY REGIONAL,050,KITTATINNY REGIONAL HIGH SCHOOL,12,0,7,0,87,48,43
37,SUSSEX,2465,KITTATINNY REGIONAL,050,KITTATINNY REGIONAL HIGH SCHOOL,Total,180,193,0,116,188,48
37,SUSSEX,2465,KITTATINNY REGIONAL,050,KITTATINNY REGIONAL HIGH SCHOOL,Enrolled in AP/IB Course,0,6,0,29,39,0
37,SUSSEX,2465,KITTATINNY REGIONAL,050,KITTATINNY REGIONAL HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,050,LENAPE VALLEY REGIONAL HIGH SCHOOL,9,154,1,0,0,1,2
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,050,LENAPE VALLEY REGIONAL HIGH SCHOOL,10,10,132,0,25,4,2
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,050,LENAPE VALLEY REGIONAL HIGH SCHOOL,11,34,24,0,25,43,71
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,050,LENAPE VALLEY REGIONAL HIGH SCHOOL,12,17,9,0,36,11,56
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,050,LENAPE VALLEY REGIONAL HIGH SCHOOL,Total,215,166,0,86,59,131
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,050,LENAPE VALLEY REGIONAL HIGH SCHOOL,Enrolled in AP/IB Course,42,6,0,11,8,0
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,050,LENAPE VALLEY REGIONAL HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
37,SUSSEX,3590,NEWTON TOWN,050,NEWTON HIGH SCHOOL,9,49,0,0,117,0,3
37,SUSSEX,3590,NEWTON TOWN,050,NEWTON HIGH SCHOOL,10,115,34,0,2,0,13
37,SUSSEX,3590,NEWTON TOWN,050,NEWTON HIGH SCHOOL,11,9,25,0,19,85,57
37,SUSSEX,3590,NEWTON TOWN,050,NEWTON HIGH SCHOOL,12,4,1,0,34,37,67
37,SUSSEX,3590,NEWTON TOWN,050,NEWTON HIGH SCHOOL,Total,177,60,0,172,122,140
37,SUSSEX,3590,NEWTON TOWN,050,NEWTON HIGH SCHOOL,Enrolled in AP/IB Course,8,16,0,30,15,0
37,SUSSEX,3590,NEWTON TOWN,050,NEWTON HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
37,SUSSEX,4960,SPARTA TWP,050,SPARTA HIGH SCHOOL,9,16,0,25,254,0,0
37,SUSSEX,4960,SPARTA TWP,050,SPARTA HIGH SCHOOL,10,218,67,0,4,1,1
37,SUSSEX,4960,SPARTA TWP,050,SPARTA HIGH SCHOOL,11,55,203,3,15,55,33
37,SUSSEX,4960,SPARTA TWP,050,SPARTA HIGH SCHOOL,12,46,5,47,25,104,89
37,SUSSEX,4960,SPARTA TWP,050,SPARTA HIGH SCHOOL,Total,335,275,75,298,160,123
37,SUSSEX,4960,SPARTA TWP,050,SPARTA HIGH SCHOOL,Enrolled in AP/IB Course,67,48,0,37,33,0
37,SUSSEX,4960,SPARTA TWP,050,SPARTA HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,010,SUSSEX COUNTY TECHNICAL SCHOOL,9,199,0,0,13,1,0
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,010,SUSSEX COUNTY TECHNICAL SCHOOL,10,17,172,0,18,0,2
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,010,SUSSEX COUNTY TECHNICAL SCHOOL,11,1,34,0,21,129,10
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,010,SUSSEX COUNTY TECHNICAL SCHOOL,12,6,2,0,3,15,3
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,010,SUSSEX COUNTY TECHNICAL SCHOOL,Total,223,208,0,55,145,15
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,010,SUSSEX COUNTY TECHNICAL SCHOOL,Enrolled in AP/IB Course,0,0,0,0,0,0
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,010,SUSSEX COUNTY TECHNICAL SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,22,0
37,SUSSEX,5360,VERNON TWP,020,VERNON TOWNSHIP HIGH SCHOOL,9,1,0,246,0,0,0
37,SUSSEX,5360,VERNON TWP,020,VERNON TOWNSHIP HIGH SCHOOL,10,227,2,4,0,2,0
37,SUSSEX,5360,VERNON TWP,020,VERNON TOWNSHIP HIGH SCHOOL,11,9,170,0,4,56,36
37,SUSSEX,5360,VERNON TWP,020,VERNON TOWNSHIP HIGH SCHOOL,12,34,16,4,39,41,58
37,SUSSEX,5360,VERNON TWP,020,VERNON TOWNSHIP HIGH SCHOOL,Total,271,188,254,43,99,94
37,SUSSEX,5360,VERNON TWP,020,VERNON TOWNSHIP HIGH SCHOOL,Enrolled in AP/IB Course,26,30,0,1,0,0
37,SUSSEX,5360,VERNON TWP,020,VERNON TOWNSHIP HIGH SCHOOL,Enrolled in Dual Enrollment Course,68,39,0,43,15,73
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,060,WALLKILL VALLEY REGIONAL HIGH SCHOOL,9,38,0,0,0,0,98
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,060,WALLKILL VALLEY REGIONAL HIGH SCHOOL,10,80,45,0,0,0,1
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,060,WALLKILL VALLEY REGIONAL HIGH SCHOOL,11,6,89,0,37,22,5
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,060,WALLKILL VALLEY REGIONAL HIGH SCHOOL,12,9,2,0,1,22,54
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,060,WALLKILL VALLEY REGIONAL HIGH SCHOOL,Total,133,136,0,38,44,158
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,060,WALLKILL VALLEY REGIONAL HIGH SCHOOL,Enrolled in AP/IB Course,14,15,0,0,7,0
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,060,WALLKILL VALLEY REGIONAL HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
39,UNION,0310,BERKELEY HEIGHTS TWP,005,GOVERNOR LIVINGSTON HIGH SCHOOL,9,224,0,0,1,0,0
39,UNION,0310,BERKELEY HEIGHTS TWP,005,GOVERNOR LIVINGSTON HIGH SCHOOL,10,9,259,0,3,11,1
39,UNION,0310,BERKELEY HEIGHTS TWP,005,GOVERNOR LIVINGSTON HIGH SCHOOL,11,10,27,2,12,219,6
39,UNION,0310,BERKELEY HEIGHTS TWP,005,GOVERNOR LIVINGSTON HIGH SCHOOL,12,75,4,38,110,47,31
39,UNION,0310,BERKELEY HEIGHTS TWP,005,GOVERNOR LIVINGSTON HIGH SCHOOL,Total,318,290,40,126,277,38
39,UNION,0310,BERKELEY HEIGHTS TWP,005,GOVERNOR LIVINGSTON HIGH SCHOOL,Enrolled in AP/IB Course,24,27,0,55,85,0
39,UNION,0310,BERKELEY HEIGHTS TWP,005,GOVERNOR LIVINGSTON HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
39,UNION,0850,CLARK TWP,005,ARTHUR L. JOHNSON HIGH SCHOOL,9,43,1,0,122,0,5
39,UNION,0850,CLARK TWP,005,ARTHUR L. JOHNSON HIGH SCHOOL,10,132,31,0,26,0,4
39,UNION,0850,CLARK TWP,005,ARTHUR L. JOHNSON HIGH SCHOOL,11,7,100,0,3,50,67
39,UNION,0850,CLARK TWP,005,ARTHUR L. JOHNSON HIGH SCHOOL,12,19,19,0,3,49,103
39,UNION,0850,CLARK TWP,005,ARTHUR L. JOHNSON HIGH SCHOOL,Total,201,151,0,154,99,179
39,UNION,0850,CLARK TWP,005,ARTHUR L. JOHNSON HIGH SCHOOL,Enrolled in AP/IB Course,8,17,0,25,25,0
39,UNION,0850,CLARK TWP,005,ARTHUR L. JOHNSON HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
39,UNION,0980,CRANFORD TWP,030,CRANFORD HIGH SCHOOL,9,318,1,0,0,0,6
39,UNION,0980,CRANFORD TWP,030,CRANFORD HIGH SCHOOL,10,5,252,1,0,0,33
39,UNION,0980,CRANFORD TWP,030,CRANFORD HIGH SCHOOL,11,3,61,0,26,237,38
39,UNION,0980,CRANFORD TWP,030,CRANFORD HIGH SCHOOL,12,7,8,0,127,78,55
39,UNION,0980,CRANFORD TWP,030,CRANFORD HIGH SCHOOL,Total,333,322,1,153,315,132
39,UNION,0980,CRANFORD TWP,030,CRANFORD HIGH SCHOOL,Enrolled in AP/IB Course,10,44,0,74,76,0
39,UNION,0980,CRANFORD TWP,030,CRANFORD HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
39,UNION,1320,ELIZABETH CITY,025,ELIZABETH HIGH SCHOOL - FRANK J CICARELL ACADEMY,9,0,0,0,0,316,0
39,UNION,1320,ELIZABETH CITY,025,ELIZABETH HIGH SCHOOL - FRANK J CICARELL ACADEMY,10,0,300,0,0,0,0
39,UNION,1320,ELIZABETH CITY,025,ELIZABETH HIGH SCHOOL - FRANK J CICARELL ACADEMY,11,228,59,0,0,3,0
39,UNION,1320,ELIZABETH CITY,025,ELIZABETH HIGH SCHOOL - FRANK J CICARELL ACADEMY,12,51,4,0,0,25,42
39,UNION,1320,ELIZABETH CITY,025,ELIZABETH HIGH SCHOOL - FRANK J CICARELL ACADEMY,Total,279,363,0,0,344,42
39,UNION,1320,ELIZABETH CITY,025,ELIZABETH HIGH SCHOOL - FRANK J CICARELL ACADEMY,Enrolled in AP/IB Course,51,61,0,0,27,0
39,UNION,1320,ELIZABETH CITY,025,ELIZABETH HIGH SCHOOL - FRANK J CICARELL ACADEMY,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
39,UNION,1320,ELIZABETH CITY,303,J. CHRISTIAN BOLLWAGE FINANCE ACADEMY,9,1,0,0,114,0,0
39,UNION,1320,ELIZABETH CITY,303,J. CHRISTIAN BOLLWAGE FINANCE ACADEMY,10,126,3,0,8,21,0
39,UNION,1320,ELIZABETH CITY,303,J. CHRISTIAN BOLLWAGE FINANCE ACADEMY,11,6,63,0,2,0,0
39,UNION,1320,ELIZABETH CITY,303,J. CHRISTIAN BOLLWAGE FINANCE ACADEMY,12,0,1,0,1,0,0
39,UNION,1320,ELIZABETH CITY,303,J. CHRISTIAN BOLLWAGE FINANCE ACADEMY,Total,133,67,0,125,21,0
39,UNION,1320,ELIZABETH CITY,303,J. CHRISTIAN BOLLWAGE FINANCE ACADEMY,Enrolled in AP/IB Course,0,0,0,0,0,0
39,UNION,1320,ELIZABETH CITY,303,J. CHRISTIAN BOLLWAGE FINANCE ACADEMY,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
39,UNION,1320,ELIZABETH CITY,401,JOHN E. DWYER TECHNOLOGY ACADEMY,9,68,3,0,318,57,1
39,UNION,1320,ELIZABETH CITY,401,JOHN E. DWYER TECHNOLOGY ACADEMY,10,244,16,0,5,7,1
39,UNION,1320,ELIZABETH CITY,401,JOHN E. DWYER TECHNOLOGY ACADEMY,11,18,200,0,4,60,9
39,UNION,1320,ELIZABETH CITY,401,JOHN E. DWYER TECHNOLOGY ACADEMY,12,9,6,0,4,4,139
39,UNION,1320,ELIZABETH CITY,401,JOHN E. DWYER TECHNOLOGY ACADEMY,Total,339,225,0,331,128,150
39,UNION,1320,ELIZABETH CITY,401,JOHN E. DWYER TECHNOLOGY ACADEMY,Enrolled in AP/IB Course,0,0,0,0,0,0
39,UNION,1320,ELIZABETH CITY,401,JOHN E. DWYER TECHNOLOGY ACADEMY,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
39,UNION,1320,ELIZABETH CITY,402,ADMIRAL WILLIAM F. HALSEY JR. HEALTH & PUBLIC SAFETY ACADEMY,9,123,1,0,193,0,1
39,UNION,1320,ELIZABETH CITY,402,ADMIRAL WILLIAM F. HALSEY JR. HEALTH & PUBLIC SAFETY ACADEMY,10,223,31,0,12,8,6
39,UNION,1320,ELIZABETH CITY,402,ADMIRAL WILLIAM F. HALSEY JR. HEALTH & PUBLIC SAFETY ACADEMY,11,28,189,0,12,69,34
39,UNION,1320,ELIZABETH CITY,402,ADMIRAL WILLIAM F. HALSEY JR. HEALTH & PUBLIC SAFETY ACADEMY,12,11,21,0,9,4,148
39,UNION,1320,ELIZABETH CITY,402,ADMIRAL WILLIAM F. HALSEY JR. HEALTH & PUBLIC SAFETY ACADEMY,Total,385,242,0,226,81,189
39,UNION,1320,ELIZABETH CITY,402,ADMIRAL WILLIAM F. HALSEY JR. HEALTH & PUBLIC SAFETY ACADEMY,Enrolled in AP/IB Course,0,0,0,0,0,0
39,UNION,1320,ELIZABETH CITY,402,ADMIRAL WILLIAM F. HALSEY JR. HEALTH & PUBLIC SAFETY ACADEMY,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
39,UNION,1320,ELIZABETH CITY,403,THOMAS JEFFERSON ARTS ACADEMY,9,39,9,0,264,0,0
39,UNION,1320,ELIZABETH CITY,403,THOMAS JEFFERSON ARTS ACADEMY,10,199,35,0,7,0,1
39,UNION,1320,ELIZABETH CITY,403,THOMAS JEFFERSON ARTS ACADEMY,11,10,198,0,2,1,1
39,UNION,1320,ELIZABETH CITY,403,THOMAS JEFFERSON ARTS ACADEMY,12,13,19,0,8,2,58
39,UNION,1320,ELIZABETH CITY,403,THOMAS JEFFERSON ARTS ACADEMY,Total,261,261,0,281,3,60
39,UNION,1320,ELIZABETH CITY,403,THOMAS JEFFERSON ARTS ACADEMY,Enrolled in AP/IB Course,11,0,0,0,0,0
39,UNION,1320,ELIZABETH CITY,403,THOMAS JEFFERSON ARTS ACADEMY,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
39,UNION,1320,ELIZABETH CITY,404,THOMAS A. EDISON CAREER AND TECHNICAL ACADEMY,9,30,3,0,221,0,1
39,UNION,1320,ELIZABETH CITY,404,THOMAS A. EDISON CAREER AND TECHNICAL ACADEMY,10,186,17,0,1,2,0
39,UNION,1320,ELIZABETH CITY,404,THOMAS A. EDISON CAREER AND TECHNICAL ACADEMY,11,3,143,0,3,19,3
39,UNION,1320,ELIZABETH CITY,404,THOMAS A. EDISON CAREER AND TECHNICAL ACADEMY,12,4,5,0,4,0,43
39,UNION,1320,ELIZABETH CITY,404,THOMAS A. EDISON CAREER AND TECHNICAL ACADEMY,Total,223,168,0,229,21,47
39,UNION,1320,ELIZABETH CITY,404,THOMAS A. EDISON CAREER AND TECHNICAL ACADEMY,Enrolled in AP/IB Course,0,0,0,0,0,0
39,UNION,1320,ELIZABETH CITY,404,THOMAS A. EDISON CAREER AND TECHNICAL ACADEMY,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
39,UNION,1320,ELIZABETH CITY,405,ALEXANDER HAMILTON PREPARATORY ACADEMY,9,0,0,0,0,260,0
39,UNION,1320,ELIZABETH CITY,405,ALEXANDER HAMILTON PREPARATORY ACADEMY,10,52,195,0,0,13,1
39,UNION,1320,ELIZABETH CITY,405,ALEXANDER HAMILTON PREPARATORY ACADEMY,11,241,23,0,0,0,2
39,UNION,1320,ELIZABETH CITY,405,ALEXANDER HAMILTON PREPARATORY ACADEMY,12,21,1,0,16,0,42
39,UNION,1320,ELIZABETH CITY,405,ALEXANDER HAMILTON PREPARATORY ACADEMY,Total,314,219,0,16,273,45
39,UNION,1320,ELIZABETH CITY,405,ALEXANDER HAMILTON PREPARATORY ACADEMY,Enrolled in AP/IB Course,21,16,0,16,0,0
39,UNION,1320,ELIZABETH CITY,405,ALEXANDER HAMILTON PREPARATORY ACADEMY,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
39,UNION,2190,HILLSIDE TWP,050,HILLSIDE HIGH SCHOOL,9,3,9,0,0,219,2
39,UNION,2190,HILLSIDE TWP,050,HILLSIDE HIGH SCHOOL,10,7,187,0,0,29,3
39,UNION,2190,HILLSIDE TWP,050,HILLSIDE HIGH SCHOOL,11,158,37,0,0,12,21
39,UNION,2190,HILLSIDE TWP,050,HILLSIDE HIGH SCHOOL,12,63,7,6,0,5,98
39,UNION,2190,HILLSIDE TWP,050,HILLSIDE HIGH SCHOOL,Total,231,240,6,0,265,124
39,UNION,2190,HILLSIDE TWP,050,HILLSIDE HIGH SCHOOL,Enrolled in AP/IB Course,34,0,0,0,0,0
39,UNION,2190,HILLSIDE TWP,050,HILLSIDE HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
39,UNION,2420,KENILWORTH BORO,010,DAVID BREARLEY MIDDLE/HIGH SCHOOL,9,119,4,0,2,0,0
39,UNION,2420,KENILWORTH BORO,010,DAVID BREARLEY MIDDLE/HIGH SCHOOL,10,16,117,0,2,0,0
39,UNION,2420,KENILWORTH BORO,010,DAVID BREARLEY MIDDLE/HIGH SCHOOL,11,5,15,0,44,93,7
39,UNION,2420,KENILWORTH BORO,010,DAVID BREARLEY MIDDLE/HIGH SCHOOL,12,2,15,36,29,39,4
39,UNION,2420,KENILWORTH BORO,010,DAVID BREARLEY MIDDLE/HIGH SCHOOL,Total,142,151,36,77,132,11
39,UNION,2420,KENILWORTH BORO,010,DAVID BREARLEY MIDDLE/HIGH SCHOOL,Enrolled in AP/IB Course,13,0,0,38,1,0
39,UNION,2420,KENILWORTH BORO,010,DAVID BREARLEY MIDDLE/HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,1
39,UNION,2660,LINDEN CITY,050,LINDEN HIGH SCHOOL,9,390,4,1,7,2,2
39,UNION,2660,LINDEN CITY,050,LINDEN HIGH SCHOOL,10,52,385,5,11,0,39
39,UNION,2660,LINDEN CITY,050,LINDEN HIGH SCHOOL,11,44,77,2,16,32,258
39,UNION,2660,LINDEN CITY,050,LINDEN HIGH SCHOOL,12,38,34,6,36,52,188
